Date;Time;Val;INV2+3;INV3;;TOTAL;
7/10/24;10:15:00;26,265;0,574;3,53025;4,10425;26,839;-0,574
7/10/24;10:30:00;32,409;0,495;1,600166667;2,095166667;33,182;-0,773
7/10/24;10:45:00;35,558;0,7415;0,9075;1,649;36,2995;-0,7415
7/10/24;11:00:00;35,493;0,458;0,846416667;1,304416667;36,1255;-0,6325
7/10/24;11:15:00;34,1675;2,674;5,109333333;7,783333333;36,8415;-2,674
7/10/24;11:30:00;39,5955;0,908;5,21875;6,12675;41,1725;-1,577
7/10/24;11:45:00;39,008;2,224;5,439833333;7,663833333;41,232;-2,224
7/10/24;12:00:00;42,963;2,734;5,577;8,311;46,724;-3,761
7/10/24;12:15:00;40,701;5,0625;5,699416667;10,76191667;45,7635;-5,0625
7/10/24;12:30:00;38,75;3,73;5,781833333;9,511833333;44,2675;-5,5175
7/10/24;12:45:00;39,694;5,7565;5,872583333;11,62908333;45,4505;-5,7565
7/10/24;13:00:00;34,348;3,945;5,883666667;9,828666667;40,2355;-5,8875
7/10/24;13:15:00;32,2455;6,033;5,904666667;11,93766667;38,2785;-6,033
7/10/24;13:30:00;17,4755;4,094;5,928083333;10,02208333;23,5985;-6,123
7/10/24;13:45:00;7,8165;6,226;5,9085;12,1345;14,0425;-6,226
7/10/24;14:00:00;6,5135;4,163;5,9045;10,0675;12,7495;-6,236
7/10/24;14:15:00;5,321;6,2065;5,972583333;12,17908333;0;5,321
7/10/24;14:30:00;5,571;4,102;5,701083333;9,803083333;0;5,571
7/10/24;14:45:00;4,8925;6,135;0,969333333;7,104333333;0;4,8925
7/10/24;15:00:00;5,1035;3,301;5,136;8,437;0;5,1035
7/10/24;15:15:00;4,6225;6,052;5,14275;11,19475;0;4,6225
7/10/24;15:30:00;5,0565;3,848;4,807916667;8,655916667;0;5,0565
7/10/24;15:45:00;5,1245;5,1455;4,350166667;9,495666667;10,27;-5,1455
7/10/24;16:00:00;5,9465;3,484;3,92425;7,40825;11,301;-5,3545
7/10/24;16:15:00;5,8325;5,164;3,82325;8,98725;10,9965;-5,164
7/10/24;16:30:00;5,7745;3,189;0,448166667;3,637166667;10,6405;-4,866
7/10/24;16:45:00;5,687;4,472;0,653166667;5,125166667;10,159;-4,472
7/10/24;17:00:00;6,242;2,682;0,143416667;2,825416667;10,323;-4,081
7/10/24;17:15:00;5,1115;2,7005;0,044083333;2,744583333;7,812;-2,7005
7/10/24;17:30:00;5,2125;0,358;0,015583333;0,373583333;6,13;-0,9175
7/10/24;17:45:00;5,3095;0,537;0,105583333;0,642583333;5,8465;-0,537
7/10/24;18:00:00;5,7555;0,059;0,082916667;0,141916667;5,9145;-0,159
7/10/24;18:15:00;5,0855;0,0425;0,107916667;0,150416667;5,128;-0,0425
7/10/24;18:30:00;5,0965;0,016;0,00275;0,01875;5,122;-0,0255
7/10/24;18:45:00;4,6255;0,08;0;0,08;4,7055;-0,08
7/10/24;19:00:00;4,3045;0,131;0;0,131;4,4625;-0,158
7/10/24;19:15:00;4,449;0,09;0;0,09;4,539;-0,09
7/10/24;19:30:00;4,282;0;0;0;4,29;-0,008
7/10/24;19:45:00;4,24;0;0;0;4,24;0
7/10/24;20:00:00;3,208;0;0;0;3,208;0
7/10/24;20:15:00;2,541;0;0;0;2,541;0
7/10/24;20:30:00;3,246;0;0;0;3,246;0
7/10/24;20:45:00;2,7395;0;0;0;2,7395;0
7/10/24;21:00:00;2,3565;0;0;0;2,3565;0
7/10/24;21:15:00;3,4815;0;0;0;3,4815;0
7/10/24;21:30:00;2,7425;0;0;0;2,7425;0
7/10/24;21:45:00;2,7995;0;0;0;2,7995;0
7/10/24;22:00:00;2,3215;0;0;0;2,3215;0
7/10/24;22:15:00;3,4065;0;0;0;3,4065;0
7/10/24;22:30:00;2,5385;0;0;0;2,5385;0
7/10/24;22:45:00;2,852;0;0;0;2,852;0
7/10/24;23:00:00;2,573;0;0;0;2,573;0
7/10/24;23:15:00;2,7425;0;0;0;2,7425;0
7/10/24;23:30:00;2,4655;0;0;0;2,4655;0
7/10/24;23:45:00;2,7865;0;0;0;2,7865;0
8/10/24;0:00:00;2,3885;0;0;0;2,3885;0
8/10/24;0:15:00;2,9215;0;0;0;2,9215;0
8/10/24;0:30:00;2,3545;0;0;0;2,3545;0
8/10/24;0:45:00;2,919;0;0;0;2,919;0
8/10/24;1:00:00;2,901;0;0;0;2,901;0
8/10/24;1:15:00;2,84;0;0;0;2,84;0
8/10/24;1:30:00;2,258;0;0;0;2,258;0
8/10/24;1:45:00;3,0355;0;0;0;3,0355;0
8/10/24;2:00:00;2,6765;0;0;0;2,6765;0
8/10/24;2:15:00;2,7555;0;0;0;2,7555;0
8/10/24;2:30:00;2,2245;0;0;0;2,2245;0
8/10/24;2:45:00;3,46;0;0;0;3,46;0
8/10/24;3:00:00;2,558;0;0;0;2,558;0
8/10/24;3:15:00;2,7415;0;0;0;2,7415;0
8/10/24;3:30:00;2,8335;0;0;0;2,8335;0
8/10/24;3:45:00;3,0865;0;0;0;3,0865;0
8/10/24;4:00:00;2,2595;0;0;0;2,2595;0
8/10/24;4:15:00;3,579;0;0;0;3,579;0
8/10/24;4:30:00;2,732;0;0;0;2,732;0
8/10/24;4:45:00;2,736;0;0;0;2,736;0
8/10/24;5:00:00;2,806;0;0;0;2,806;0
8/10/24;5:15:00;3,392;0;0;0;3,392;0
8/10/24;5:30:00;4,683;0;0;0;4,683;0
8/10/24;5:45:00;7,657;0;0;0;7,657;0
8/10/24;6:00:00;9,87;0;0;0;9,87;0
8/10/24;6:15:00;29,882;0;0;0;29,882;0
8/10/24;6:30:00;40,392;0;0;0;40,392;0
8/10/24;6:45:00;39,8055;0;0;0;39,8055;0
8/10/24;7:00:00;35,9465;0;0;0;35,9465;0
8/10/24;7:15:00;36,489;0;0;0;36,489;0
8/10/24;7:30:00;37,59;0;0;0;37,589;0,001
8/10/24;7:45:00;42,922;0;0;0;42,922;0
8/10/24;8:00:00;44,701;0;0;0;44,701;0
8/10/24;8:15:00;44,4435;0;0,036416667;0,036416667;44,4435;0
8/10/24;8:30:00;42,2035;0;0,168666667;0,168666667;42,2035;0
8/10/24;8:45:00;41,6545;0;0,384416667;0,384416667;41,6545;0
8/10/24;9:00:00;42,6695;0,01;0,385833333;0,395833333;42,6795;-0,01
8/10/24;9:15:00;43,2705;0,054;0,695;0,749;43,3245;-0,054
8/10/24;9:30:00;38,1895;0,107;1,042;1,149;38,3185;-0,129
8/10/24;9:45:00;32,2495;0,3785;1,276166667;1,654666667;32,628;-0,3785
8/10/24;10:00:00;29,4225;0,355;1,6625;2,0175;29,911;-0,4885
8/10/24;10:15:00;29,3575;0,746;2,674583333;3,420583333;30,1035;-0,746
8/10/24;10:30:00;34,5135;0,916;2,211916667;3,127916667;35,7135;-1,2
8/10/24;10:45:00;37,5175;1,488;2,88075;4,36875;39,0055;-1,488
8/10/24;11:00:00;36,9615;1,163;1,218166667;2,381166667;38,6765;-1,715
8/10/24;11:15:00;38,889;3,1985;1,151;4,3495;42,0875;-3,1985
8/10/24;11:30:00;37,258;3,533;1,66075;5,19375;42,2455;-4,9875
8/10/24;11:45:00;35,202;3,166;1,517916667;4,683916667;38,368;-3,166
8/10/24;12:00:00;36,308;0,77;1,914083333;2,684083333;37,656;-1,348
8/10/24;12:15:00;33,6285;1,287;1,809166667;3,096166667;34,9155;-1,287
8/10/24;12:30:00;34,7755;1,12;1,769666667;2,889666667;36,3965;-1,621
8/10/24;12:45:00;32,454;1,97;1,754333333;3,724333333;34,424;-1,97
8/10/24;13:00:00;31,752;1,163;2,075666667;3,238666667;33,751;-1,999
8/10/24;13:15:00;34,8625;1,8935;2,041;3,9345;36,756;-1,8935
8/10/24;13:30:00;35,0035;1,053;2,563416667;3,616416667;36,705;-1,7015
8/10/24;13:45:00;14,507;2,0205;1,733583333;3,754083333;16,5275;-2,0205
8/10/24;14:00:00;6,255;1,186;2,767666667;3,953666667;8,2225;-1,9675
8/10/24;14:15:00;5,8145;2,2675;7,45275;9,72025;8,082;-2,2675
8/10/24;14:30:00;4,5575;1,48;2,894;4,374;6,875;-2,3175
8/10/24;14:45:00;2,3405;2,0995;1,63775;3,73725;4,44;-2,0995
8/10/24;15:00:00;2,8575;2,875;2,901;5,776;6,594;-3,7365
8/10/24;15:15:00;2,228;4,743;1,195916667;5,938916667;0;2,228
8/10/24;15:30:00;2,313;1,979;0,738833333;2,717833333;0;2,313
8/10/24;15:45:00;2,8895;2,23;0,663333333;2,893333333;5,1195;-2,23
8/10/24;16:00:00;2,6185;1,346;0,665833333;2,011833333;0;2,6185
8/10/24;16:15:00;2,7345;1,0025;0,3795;1,382;3,737;-1,0025
8/10/24;16:30:00;2,9245;0,443;0,304333333;0,747333333;3,654;-0,7295
8/10/24;16:45:00;2,815;0,535;0,399833333;0,934833333;3,35;-0,535
8/10/24;17:00:00;3,183;0,467;1,23625;1,70325;3,819;-0,636
8/10/24;17:15:00;2,798;0,338;0,478333333;0,816333333;3,136;-0,338
8/10/24;17:30:00;2,687;0,356;0,22175;0,57775;3,132;-0,445
8/10/24;17:45:00;3,463;0,617;0,035833333;0,652833333;4,08;-0,617
8/10/24;18:00:00;3,088;0,596;0,021583333;0,617583333;3,91;-0,822
8/10/24;18:15:00;2,7175;0,3165;0,026583333;0,343083333;3,034;-0,3165
8/10/24;18:30:00;3,0195;0,127;0,041166667;0,168166667;3,204;-0,1845
8/10/24;18:45:00;2,9665;0,0625;0,031416667;0,093916667;3,029;-0,0625
8/10/24;19:00:00;2,4505;0,013;0,002583333;0,015583333;2,473;-0,0225
8/10/24;19:15:00;2,466;0,0585;0;0,0585;2,5245;-0,0585
8/10/24;19:30:00;3,316;0,027;0;0,027;3,3615;-0,0455
8/10/24;19:45:00;1,862;0,0165;0;0,0165;1,8785;-0,0165
8/10/24;20:00:00;1,819;0;0;0;1,8225;-0,0035
8/10/24;20:15:00;3,55;0;0;0;3,55;0
8/10/24;20:30:00;2,879;0;0;0;2,879;0
8/10/24;20:45:00;2,64;0;0;0;2,64;0
8/10/24;21:00:00;3,18;0;0;0;3,18;0
8/10/24;21:15:00;2,95;0;0;0;2,95;0
8/10/24;21:30:00;2,69;0;0;0;2,69;0
8/10/24;21:45:00;3,041;0;0;0;3,041;0
8/10/24;22:00:00;3,051;0;0;0;3,051;0
8/10/24;22:15:00;2,495;0;0;0;2,495;0
8/10/24;22:30:00;2,525;0;0;0;2,525;0
8/10/24;22:45:00;2,9615;0;0;0;2,9615;0
8/10/24;23:00:00;2,4225;0;0;0;2,4225;0
8/10/24;23:15:00;2,688;0;0;0;2,688;0
8/10/24;23:30:00;2,939;0;0;0;2,939;0
8/10/24;23:45:00;2,452;0;0;0;2,452;0
9/10/24;0:00:00;2,97;0;0;0;2,97;0
9/10/24;0:15:00;2,478;0;0;0;2,478;0
9/10/24;0:30:00;2,498;0;0;0;2,498;0
9/10/24;0:45:00;2,998;0;0;0;2,998;0
9/10/24;1:00:00;2,456;0;0;0;2,456;0
9/10/24;1:15:00;2,596;0;0;0;2,596;0
9/10/24;1:30:00;2,61;0;0;0;2,61;0
9/10/24;1:45:00;2,567;0;0;0;2,567;0
9/10/24;2:00:00;3,041;0;0;0;3,041;0
9/10/24;2:15:00;2,376;0;0;0;2,376;0
9/10/24;2:30:00;2,823;0;0;0;2,823;0
9/10/24;2:45:00;2,397;0;0;0;2,397;0
9/10/24;3:00:00;2,294;0;0;0;2,294;0
9/10/24;3:15:00;2,917;0;0;0;2,917;0
9/10/24;3:30:00;2,302;0;0;0;2,302;0
9/10/24;3:45:00;2,6505;0;0;0;2,6505;0
9/10/24;4:00:00;2,4925;0;0;0;2,4925;0
9/10/24;4:15:00;2,4165;0;0;0;2,4165;0
9/10/24;4:30:00;2,7855;0;0;0;2,7855;0
9/10/24;4:45:00;2,6685;0;0;0;2,6685;0
9/10/24;5:00:00;2,2865;0;0;0;2,2865;0
9/10/24;5:15:00;2,946;0;0;0;2,946;0
9/10/24;5:30:00;4,269;0;0;0;4,269;0
9/10/24;5:45:00;7,309;0;0;0;7,309;0
9/10/24;6:00:00;9,875;0;0;0;9,875;0
9/10/24;6:15:00;35,314;0;0;0;35,314;0
9/10/24;6:30:00;38,681;0;0;0;38,681;0
9/10/24;6:45:00;35,9885;0;0;0;35,9885;0
9/10/24;7:00:00;35,9285;0;0;0;35,9285;0
9/10/24;7:15:00;33,946;0;0;0;33,946;0
9/10/24;7:30:00;33,794;0;0;0;33,794;0
9/10/24;7:45:00;35,734;0;0;0;35,734;0
9/10/24;8:00:00;38,724;0;0,0115;0,0115;38,724;0
9/10/24;8:15:00;40,561;0;0,015083333;0,015083333;40,561;0
9/10/24;8:30:00;41,798;0;0,078833333;0,078833333;41,798;0
9/10/24;8:45:00;34,967;0,001;0,1565;0,1575;34,968;-0,001
9/10/24;9:00:00;37,715;0,011;0,3095;0,3205;37,727;-0,012
9/10/24;9:15:00;35,739;0,0455;0,188416667;0,233916667;35,7845;-0,0455
9/10/24;9:30:00;34,273;0,09;0,195666667;0,285666667;34,3915;-0,1185
9/10/24;9:45:00;16,5185;0,193;0,385916667;0,578916667;16,7115;-0,193
9/10/24;10:00:00;12,7815;0,134;0,787083333;0,921083333;13,0085;-0,227
9/10/24;10:15:00;11,325;0,261;0,29075;0,55175;11,586;-0,261
9/10/24;10:30:00;15,367;0,15;0,8035;0,9535;15,617;-0,25
9/10/24;10:45:00;17,6165;0,4085;1,053083333;1,461583333;18,025;-0,4085
9/10/24;11:00:00;30,1575;0,511;1,577666667;2,088666667;30,814;-0,6565
9/10/24;11:15:00;36,2895;0,4815;0,765083333;1,246583333;36,771;-0,4815
9/10/24;11:30:00;38,2255;0,649;0,98625;1,63525;39,115;-0,8895
9/10/24;11:45:00;38,0735;1,171;1,523166667;2,694166667;39,2445;-1,171
9/10/24;12:00:00;36,7405;0,729;1,797;2,526;37,9115;-1,171
9/10/24;12:15:00;38,7045;0,953;1,841583333;2,794583333;39,6575;-0,953
9/10/24;12:30:00;38,8535;0,607;1,4405;2,0475;39,7775;-0,924
9/10/24;12:45:00;30,4565;1,6205;2,243583333;3,864083333;32,077;-1,6205
9/10/24;13:00:00;28,2325;1,248;2,141916667;3,389916667;30,089;-1,8565
9/10/24;13:15:00;10,5115;1,6855;2,872583333;4,558083333;12,197;-1,6855
9/10/24;13:30:00;11,6745;0,936;3,466166667;4,402166667;13,044;-1,3695
9/10/24;13:45:00;7,473;2,4265;3,116333333;5,542833333;9,8995;-2,4265
9/10/24;14:00:00;6,889;1,301;3,126833333;4,427833333;9,0255;-2,1365
9/10/24;14:15:00;4,118;2,915;2,144333333;5,059333333;7,033;-2,915
9/10/24;14:30:00;3,523;1,868;0,77075;2,63875;6,486;-2,963
9/10/24;14:45:00;2,913;3,711;3,323666667;7,034666667;0;2,913
9/10/24;15:00:00;3,777;2,038;5,468333333;7,506333333;7,232;-3,455
9/10/24;15:15:00;2,5065;1,375;4,538083333;5,913083333;3,8815;-1,375
9/10/24;15:30:00;2,9355;0,647;4,77475;5,42175;3,9035;-0,968
9/10/24;15:45:00;3,265;4,0295;5,034666667;9,064166667;0;3,265
9/10/24;16:00:00;3,378;3,592;1,500916667;5,092916667;0;3,378
9/10/24;16:15:00;2,755;5,056;2,482583333;7,538583333;0;2,755
9/10/24;16:30:00;3,122;3,1;1,305583333;4,405583333;0;3,122
9/10/24;16:45:00;2,895;3,2545;1,165666667;4,420166667;0;2,895
9/10/24;17:00:00;2,031;2,434;1,068583333;3,502583333;5,1685;-3,1375
9/10/24;17:15:00;2,8755;2,488;0,96325;3,45125;5,3635;-2,488
9/10/24;17:30:00;2,7575;1,719;1,016583333;2,735583333;5,1795;-2,422
9/10/24;17:45:00;2,4505;1,5665;0,565;2,1315;4,017;-1,5665
9/10/24;18:00:00;2,3275;0,638;0,312833333;0,950833333;3,364;-1,0365
9/10/24;18:15:00;3,039;1,177;0,10425;1,28125;4,216;-1,177
9/10/24;18:30:00;2,015;0,642;0,111916667;0,753916667;3,153;-1,138
9/10/24;18:45:00;2,468;0,6335;0,065666667;0,699166667;3,1015;-0,6335
9/10/24;19:00:00;2,481;0,165;0,004666667;0,169666667;2,7895;-0,3085
9/10/24;19:15:00;2,6285;0,1;0;0,1;2,7285;-0,1
9/10/24;19:30:00;1,8315;0,072;0;0,072;1,9305;-0,099
9/10/24;19:45:00;2,6975;0,0515;0;0,0515;2,749;-0,0515
9/10/24;20:00:00;2,0955;0;0;0;2,101;-0,0055
9/10/24;20:15:00;2,379;0;0;0;2,379;0
9/10/24;20:30:00;2,742;0;0;0;2,742;0
9/10/24;20:45:00;3,417;0;0;0;3,417;0
9/10/24;21:00:00;2,651;0;0;0;2,651;0
9/10/24;21:15:00;2,932;0;0;0;2,932;0
9/10/24;21:30:00;3,02;0;0;0;3,02;0
9/10/24;21:45:00;2,8355;0;0;0;2,8355;0
9/10/24;22:00:00;2,3645;0;0;0;2,3645;0
9/10/24;22:15:00;3,2285;0;0;0;3,2285;0
9/10/24;22:30:00;2,4625;0;0;0;2,4625;0
9/10/24;22:45:00;3,057;0;0;0;3,057;0
9/10/24;23:00:00;2,265;0;0;0;2,265;0
9/10/24;23:15:00;2,9215;0;0;0;2,9215;0
9/10/24;23:30:00;2,4795;0;0;0;2,4795;0
9/10/24;23:45:00;3,2395;0;0;0;3,2395;0
10/10/24;0:00:00;2,4355;0;0;0;2,4355;0
10/10/24;0:15:00;3,1755;0;0;0;3,1755;0
10/10/24;0:30:00;2,7775;0;0;0;2,7775;0
10/10/24;0:45:00;2,632;0;0;0;2,632;0
10/10/24;1:00:00;2,82;0;0;0;2,82;0
10/10/24;1:15:00;3,1315;0;0;0;3,1315;0
10/10/24;1:30:00;2,4325;0;0;0;2,4325;0
10/10/24;1:45:00;2,8985;0;0;0;2,8985;0
10/10/24;2:00:00;3,4615;0;0;0;3,4615;0
10/10/24;2:15:00;2,5285;0;0;0;2,5285;0
10/10/24;2:30:00;2,6895;0;0;0;2,6895;0
10/10/24;2:45:00;3,154;0;0;0;3,154;0
10/10/24;3:00:00;2,649;0;0;0;2,649;0
10/10/24;3:15:00;2,7085;0;0;0;2,7085;0
10/10/24;3:30:00;3,3015;0;0;0;3,3015;0
10/10/24;3:45:00;2,491;0;0;0;2,491;0
10/10/24;4:00:00;2,716;0;0;0;2,716;0
10/10/24;4:15:00;3,3085;0;0;0;3,3085;0
10/10/24;4:30:00;2,9305;0;0;0;2,9305;0
10/10/24;4:45:00;2,623;0;0;0;2,623;0
10/10/24;5:00:00;3,198;0;0;0;3,198;0
10/10/24;5:15:00;2,8325;0;0;0;2,8325;0
10/10/24;5:30:00;3,8555;0;0;0;3,8555;0
10/10/24;5:45:00;7,7915;0;0;0;7,7915;0
10/10/24;6:00:00;14,8705;0;0;0;14,8705;0
10/10/24;6:15:00;36,871;0;0;0;36,871;0
10/10/24;6:30:00;40,313;0;0;0;40,313;0
10/10/24;6:45:00;37,74;0;0;0;37,74;0
10/10/24;7:00:00;35,243;0;0;0;35,243;0
10/10/24;7:15:00;36,094;0;0;0;36,094;0
10/10/24;7:30:00;40,758;0;0;0;40,758;0
10/10/24;7:45:00;36,042;0;0,009083333;0,009083333;36,042;0
10/10/24;8:00:00;33,022;0;0,055;0,055;33,022;0
10/10/24;8:15:00;39,2075;0;0,184083333;0,184083333;39,2075;0
10/10/24;8:30:00;46,9555;0;0,41275;0,41275;46,9555;0
10/10/24;8:45:00;42,225;0,0245;0,5235;0,548;42,2495;-0,0245
10/10/24;9:00:00;41,432;0,064;0,8265;0,8905;41,5135;-0,0815
10/10/24;9:15:00;37,8045;0,249;0,818916667;1,067916667;38,0535;-0,249
10/10/24;9:30:00;40,7795;0,354;1,160583333;1,514583333;41,2525;-0,473
10/10/24;9:45:00;37,0345;0,66;0,955166667;1,615166667;37,6945;-0,66
10/10/24;10:00:00;32,2585;0,822;3,62575;4,44775;33,3555;-1,097
10/10/24;10:15:00;27,9055;0,949;1,474166667;2,423166667;28,8545;-0,949
10/10/24;10:30:00;36,4835;1,367;0,728666667;2,095666667;38,2355;-1,752
10/10/24;10:45:00;39,3145;2,01;4,929333333;6,939333333;41,3245;-2,01
10/10/24;11:00:00;37,1875;1,845;5,24025;7,08525;39,9205;-2,733
10/10/24;11:15:00;35,142;2,4995;2,598583333;5,098083333;37,6415;-2,4995
10/10/24;11:30:00;32,567;1,884;2,520166667;4,404166667;35,4285;-2,8615
10/10/24;11:45:00;34,4525;3,6695;3,014333333;6,683833333;38,122;-3,6695
10/10/24;12:00:00;33,4625;4,084;1,132666667;5,216666667;39,324;-5,8615
10/10/24;12:15:00;31,3975;4,398;6,162166667;10,56016667;35,7955;-4,398
10/10/24;12:30:00;30,7525;2,46;4,216083333;6,676083333;34,7435;-3,991
10/10/24;12:45:00;31,4115;3,3875;6,120416667;9,507916667;34,799;-3,3875
10/10/24;13:00:00;22,0715;0,753;6,284;7,037;23,267;-1,1955
10/10/24;13:15:00;13,2875;4,1905;6,25025;10,44075;17,478;-4,1905
10/10/24;13:30:00;12,2175;2,538;6,025333333;8,563333333;15,386;-3,1685
10/10/24;13:45:00;6,5305;5,347;5,929416667;11,27641667;11,8775;-5,347
10/10/24;14:00:00;5,5905;3,425;5,799666667;9,224666667;0;5,5905
10/10/24;14:15:00;5,5505;6,4345;2,762916667;9,197416667;0;5,5505
10/10/24;14:30:00;5,8265;3,943;2,832916667;6,775916667;0;5,8265
10/10/24;14:45:00;5,1515;5,431;2,789583333;8,220583333;0;5,1515
10/10/24;15:00:00;5,1825;3,638;2,756083333;6,394083333;0;5,1825
10/10/24;15:15:00;4,425;2,869;2,07375;4,94275;7,294;-2,869
10/10/24;15:30:00;2,599;2,65;2,499416667;5,149416667;0;2,599
10/10/24;15:45:00;2,8245;3,9425;2,28525;6,22775;6,767;-3,9425
10/10/24;16:00:00;1,9225;3,305;1,950833333;5,255833333;0;1,9225
10/10/24;16:15:00;2,2615;2,404;1,243416667;3,647416667;4,6655;-2,404
10/10/24;16:30:00;2,3625;1,608;1,32775;2,93575;0;2,3625
10/10/24;16:45:00;2,4505;2,4185;1,702583333;4,121083333;4,869;-2,4185
10/10/24;17:00:00;2,3465;1,071;1,39875;2,46975;4,166;-1,8195
10/10/24;17:15:00;2,5675;1,341;2,505333333;3,846333333;3,9085;-1,341
10/10/24;17:30:00;2,3325;1,114;0,872583333;1,986583333;3,9175;-1,585
10/10/24;17:45:00;2,353;1,7235;1,394166667;3,117666667;4,0765;-1,7235
10/10/24;18:00:00;2,329;1,177;0,845333333;2,022333333;4,0355;-1,7065
10/10/24;18:15:00;2,4445;1,9195;0,430083333;2,349583333;0;2,4445
10/10/24;18:30:00;2,4125;0,81;0,127083333;0,937083333;3,691;-1,2785
10/10/24;18:45:00;2,1205;1,1775;0,060083333;1,237583333;3,298;-1,1775
10/10/24;19:00:00;2,2365;0,446;0,006833333;0,452833333;3,031;-0,7945
10/10/24;19:15:00;2,0345;0,282;0;0,282;2,3165;-0,282
10/10/24;19:30:00;2,1445;0,066;0;0,066;2,2785;-0,134
10/10/24;19:45:00;1,9765;0,049;0;0,049;2,0255;-0,049
10/10/24;20:00:00;1,9685;0;0;0;1,9755;-0,007
10/10/24;20:15:00;2,719;0;0;0;2,719;0
10/10/24;20:30:00;2,159;0;0;0;2,159;0
10/10/24;20:45:00;2,4635;0;0;0;2,4635;0
10/10/24;21:00:00;2,8125;0;0;0;2,8125;0
10/10/24;21:15:00;2,374;0;0;0;2,374;0
10/10/24;21:30:00;2,378;0;0;0;2,378;0
10/10/24;21:45:00;2,751;0;0;0;2,751;0
10/10/24;22:00:00;2,267;0;0;0;2,267;0
10/10/24;22:15:00;2,3105;0;0;0;2,3105;0
10/10/24;22:30:00;3,0775;0;0;0;3,0775;0
10/10/24;22:45:00;2,326;0;0;0;2,326;0
10/10/24;23:00:00;2,117;0;0;0;2,117;0
10/10/24;23:15:00;2,881;0;0;0;2,881;0
10/10/24;23:30:00;2,365;0;0;0;2,365;0
10/10/24;23:45:00;2,181;0;0;0;2,181;0
11/10/24;0:00:00;2,816;0;0;0;2,816;0
11/10/24;0:15:00;2,8435;0;0;0;2,8435;0
11/10/24;0:30:00;2,1215;0;0;0;2,1215;0
11/10/24;0:45:00;2,64;0;0;0;2,64;0
11/10/24;1:00:00;2,616;0;0;0;2,616;0
11/10/24;1:15:00;2,097;0;0;0;2,097;0
11/10/24;1:30:00;2,521;0;0;0;2,521;0
11/10/24;1:45:00;2,7;0;0;0;2,7;0
11/10/24;2:00:00;2,15;0;0;0;2,15;0
11/10/24;2:15:00;2,6185;0;0;0;2,6185;0
11/10/24;2:30:00;3,0515;0;0;0;3,0515;0
11/10/24;2:45:00;2,0935;0;0;0;2,0935;0
11/10/24;3:00:00;2,2975;0;0;0;2,2975;0
11/10/24;3:15:00;2,8625;0;0;0;2,8625;0
11/10/24;3:30:00;2,3185;0;0;0;2,3185;0
11/10/24;3:45:00;2,2175;0;0;0;2,2175;0
11/10/24;4:00:00;2,7605;0;0;0;2,7605;0
11/10/24;4:15:00;2,5215;0;0;0;2,5215;0
11/10/24;4:30:00;2,1045;0;0;0;2,1045;0
11/10/24;4:45:00;2,8445;0;0;0;2,8445;0
11/10/24;5:00:00;2,8365;0;0;0;2,8365;0
11/10/24;5:15:00;2,0945;0;0;0;2,0945;0
11/10/24;5:30:00;4,3595;0;0;0;4,3595;0
11/10/24;5:45:00;6,919;0;0;0;6,919;0
11/10/24;6:00:00;9,672;0;0;0;9,672;0
11/10/24;6:15:00;15,571;0;0;0;15,571;0
11/10/24;6:30:00;15,28;0;0;0;15,28;0
11/10/24;6:45:00;13,652;0;0;0;13,652;0
11/10/24;7:00:00;15,344;0;0;0;15,344;0
11/10/24;7:15:00;15,4405;0;0;0;15,4405;0
11/10/24;7:30:00;18,2735;0;0;0;18,2735;0
11/10/24;7:45:00;17,8695;0;0;0;17,8695;0
11/10/24;8:00:00;23,5655;0;0;0;23,5655;0
11/10/24;8:15:00;33,9095;0;0,850833333;0,850833333;33,9095;0
11/10/24;8:30:00;39,5855;0;0,382;0,382;39,5855;0
11/10/24;8:45:00;37,745;0;0,182166667;0,182166667;37,745;0
11/10/24;9:00:00;39,68;0,129;0,356916667;0,485916667;39,809;-0,129
11/10/24;9:15:00;39,8625;0,705;1,080166667;1,785166667;40,5675;-0,705
11/10/24;9:30:00;36,5985;0,151;0,794666667;0,945666667;36,9485;-0,35
11/10/24;9:45:00;35,4195;0,2225;0,61125;0,83375;35,642;-0,2225
11/10/24;10:00:00;34,3625;0,413;1,551083333;1,964083333;34,873;-0,5105
11/10/24;10:15:00;30,895;0,9675;1,416833333;2,384333333;31,8625;-0,9675
11/10/24;10:30:00;35,49;0,374;0,963833333;1,337833333;36,1475;-0,6575
11/10/24;10:45:00;34,2615;0,854;0,796833333;1,650833333;35,1155;-0,854
11/10/24;11:00:00;36,8045;1,177;1,782916667;2,959916667;38,4045;-1,6
11/10/24;11:15:00;40,384;1,5555;1,052;2,6075;41,9395;-1,5555
11/10/24;11:30:00;39,274;0,508;2,54475;3,05275;40,1945;-0,9205
11/10/24;11:45:00;35,986;1,1735;6,22975;7,40325;37,1595;-1,1735
11/10/24;12:00:00;31,24;1,423;2,411416667;3,834416667;33,2575;-2,0175
11/10/24;12:15:00;23,67;1,319;1,116416667;2,435416667;24,989;-1,319
11/10/24;12:30:00;13,589;3,719;1,416;5,135;17,849;-4,26
11/10/24;12:45:00;12,1675;4,7595;0,408333333;5,167833333;16,927;-4,7595
11/10/24;13:00:00;14,6395;1,522;0,595166667;2,117166667;17,038;-2,3985
11/10/24;13:15:00;13,254;1,2905;0;1,2905;14,5445;-1,2905
11/10/24;13:30:00;10,073;0,693;0;0,693;11,1715;-1,0985
