Date;Time;Val;INV2+3;INV3;;TOTAL;
11/10/24;13:45:00;6,5185;0,4335;0;0,4335;6,952;-0,4335
11/10/24;14:00:00;3,1675;0,759;0;0,759;4,05;-0,8825
11/10/24;14:15:00;0;0;0;0;0;0
11/10/24;14:30:00;0;0;0;0;0;0
11/10/24;14:45:00;0;0;0,103583333;0,103583333;0;0
11/10/24;15:00:00;0;0;0,420916667;0,420916667;0;0
11/10/24;15:15:00;0,466;0;1,488583333;1,488583333;0,466;0
11/10/24;15:30:00;1,608;0,01;1,166666667;1,176666667;1,618;-0,01
11/10/24;15:45:00;1,609;0,3485;3,487666667;3,836166667;1,9575;-0,3485
11/10/24;16:00:00;2,187;0,789;1,447833333;2,236833333;3,1705;-0,9835
11/10/24;16:15:00;1,4935;2,5555;3,97875;6,53425;4,049;-2,5555
11/10/24;16:30:00;1,4495;3,927;1,784333333;5,711333333;6,159;-4,7095
11/10/24;16:45:00;1,669;5,75;0,852666667;6,602666667;0;1,669
11/10/24;17:00:00;1,525;3,085;3,21375;6,29875;6,569;-5,044
11/10/24;17:15:00;1,525;7,063;0,335416667;7,398416667;0;1,525
11/10/24;17:30:00;1,53;0,963;0,106083333;1,069083333;0;1,53
11/10/24;17:45:00;1,551;2,0345;0,0815;2,116;3,5855;-2,0345
11/10/24;18:00:00;1,527;2,38;0,562166667;2,942166667;0;1,527
11/10/24;18:15:00;1,397;0,7145;0,439166667;1,153666667;2,1115;-0,7145
11/10/24;18:30:00;1,723;0,212;0,164083333;0,376083333;2,0705;-0,3475
11/10/24;18:45:00;1,4285;0,4405;0,003666667;0,444166667;1,869;-0,4405
11/10/24;19:00:00;1,5275;0,878;0;0,878;2,688;-1,1605
11/10/24;19:15:00;1,471;0,8045;0;0,8045;2,2755;-0,8045
11/10/24;19:30:00;1,585;0,173;0;0,173;1,8935;-0,3085
11/10/24;19:45:00;1,528;0,004;0;0,004;1,5315;-0,0035
11/10/24;20:00:00;1,237;0;0;0;1,2365;0,0005
11/10/24;20:15:00;1,754;0;0;0;1,754;0
11/10/24;20:30:00;1,747;0;0;0;1,747;0
11/10/24;20:45:00;1,563;0;0;0;1,563;0
11/10/24;21:00:00;1,385;0;0;0;1,385;0
11/10/24;21:15:00;1,509;0;0;0;1,5085;0,0005
11/10/24;21:30:00;1,595;0;0;0;1,5945;0,0005
11/10/24;21:45:00;1,6165;0;0;0;1,6165;0
11/10/24;22:00:00;1,2685;0;0;0;1,2685;0
11/10/24;22:15:00;1,4105;0;0;0;1,4105;0
11/10/24;22:30:00;1,3935;0;0;0;1,3935;0
11/10/24;22:45:00;1,5195;0;0;0;1,5195;0
11/10/24;23:00:00;1,6355;0;0;0;1,6345;0,001
11/10/24;23:15:00;1,456;0;0;0;1,456;0
11/10/24;23:30:00;1,497;0;0;0;1,497;0
11/10/24;23:45:00;1,9565;0;0;0;1,9565;0
12/10/24;0:00:00;1,8925;0;0;0;1,8925;0
12/10/24;0:15:00;1,989;0;0;0;1,989;0
12/10/24;0:30:00;1,875;0;0;0;1,875;0
12/10/24;0:45:00;2,204;0;0;0;2,204;0
12/10/24;1:00:00;1,704;0;0;0;1,704;0
12/10/24;1:15:00;1,857;0;0;0;1,857;0
12/10/24;1:30:00;1,618;0;0;0;1,618;0
12/10/24;1:45:00;1,895;0;0;0;1,895;0
12/10/24;2:00:00;1,669;0;0;0;1,669;0
12/10/24;2:15:00;1,846;0;0;0;1,846;0
12/10/24;2:30:00;1,789;0;0;0;1,789;0
12/10/24;2:45:00;1,788;0;0;0;1,788;0
12/10/24;3:00:00;2,146;0;0;0;2,146;0
12/10/24;3:15:00;1,7735;0;0;0;1,7735;0
12/10/24;3:30:00;1,9895;0;0;0;1,9895;0
12/10/24;3:45:00;1,341;0;0;0;1,341;0
12/10/24;4:00:00;1,504;0;0;0;1,504;0
12/10/24;4:15:00;1,3095;0;0;0;1,3095;0
12/10/24;4:30:00;1,5085;0;0;0;1,5085;0
12/10/24;4:45:00;1,311;0;0;0;1,311;0
12/10/24;5:00:00;1,395;0;0;0;1,395;0
12/10/24;5:15:00;1,417;0;0;0;1,417;0
12/10/24;5:30:00;1,383;0;0;0;1,383;0
12/10/24;5:45:00;1,745;0;0;0;1,745;0
12/10/24;6:00:00;1,597;0;0;0;1,597;0
12/10/24;6:15:00;1,435;0;0;0;1,435;0
12/10/24;6:30:00;1,299;0;0;0;1,299;0
12/10/24;6:45:00;1,5985;0;0;0;1,5985;0
12/10/24;7:00:00;1,3565;0;0;0;1,3565;0
12/10/24;7:15:00;1,5395;0;0;0;1,5395;0
12/10/24;7:30:00;1,8825;0;0;0;1,8825;0
12/10/24;7:45:00;1,763;0;0;0;1,763;0
12/10/24;8:00:00;1,872;0;0,00125;0,00125;1,872;0
12/10/24;8:15:00;1,7735;0;0,138083333;0,138083333;1,7735;0
12/10/24;8:30:00;1,9525;0;0,292083333;0,292083333;1,9525;0
12/10/24;8:45:00;1,5955;0;0,27375;0,27375;1,5955;0
12/10/24;9:00:00;1,2825;0,027;0,506416667;0,533416667;1,3095;-0,027
12/10/24;9:15:00;1,801;0,3225;1,743416667;2,065916667;2,1235;-0,3225
12/10/24;9:30:00;1,297;0,415;2,18525;2,60025;1,8515;-0,5545
12/10/24;9:45:00;1,1775;0,6885;2,569;3,2575;1,866;-0,6885
12/10/24;10:00:00;1,6795;1,469;2,952666667;4,421666667;3,436;-1,7565
12/10/24;10:15:00;1,3015;2,4965;3,28975;5,78625;0;1,3015
12/10/24;10:30:00;1,0415;3,237;3,68275;6,91975;0;1,0415
12/10/24;10:45:00;1,6465;5,587;3,962166667;9,549166667;0;1,6465
12/10/24;11:00:00;1,3755;4,316;4,188166667;8,504166667;0;1,3755
12/10/24;11:15:00;1,1465;7,1675;4,429166667;11,59666667;0;1,1465
12/10/24;11:30:00;1,1935;5,339;4,749;10,088;0;1,1935
12/10/24;11:45:00;1,2975;8,074;4,83375;12,90775;0;1,2975
12/10/24;12:00:00;1,1115;6,011;4,978333333;10,98933333;0;1,1115
12/10/24;12:15:00;1,456;9,529;5,097916667;14,62691667;0;1,456
12/10/24;12:30:00;1,238;6,743;5,189166667;11,93216667;0;1,238
12/10/24;12:45:00;0,9455;10,3125;5,336666667;15,64916667;0;0,9455
12/10/24;13:00:00;0,8185;6,987;5,354666667;12,34166667;0;0,8185
12/10/24;13:15:00;0,682;10,839;5,330833333;16,16983333;0;0,682
12/10/24;13:30:00;0,834;7,354;5,326833333;12,68083333;0;0,834
12/10/24;13:45:00;0,753;11,301;5,325166667;16,62616667;0;0,753
12/10/24;14:00:00;0,971;7,52;5,185583333;12,70558333;0;0,971
12/10/24;14:15:00;0,815;11,245;5,095083333;16,34008333;0;0,815
12/10/24;14:30:00;0,974;7,481;2,3885;9,8695;0;0,974
12/10/24;14:45:00;0,7185;11,123;4,514666667;15,63766667;0;0,7185
12/10/24;15:00:00;0,6825;7,254;4,686666667;11,94066667;0;0,6825
12/10/24;15:15:00;0,8155;9,7335;4,53175;14,26525;0;0,8155
12/10/24;15:30:00;0,6725;3,307;4,32175;7,62875;0;0,6725
12/10/24;15:45:00;0,9035;7,8625;4,0435;11,906;0;0,9035
12/10/24;16:00:00;1,0305;6,55;3,66375;10,21375;0;1,0305
12/10/24;16:15:00;0,837;9,412;3,325666667;12,73766667;0;0,837
12/10/24;16:30:00;0,696;5,823;0,78625;6,60925;0;0,696
12/10/24;16:45:00;0,845;7,7525;3,5085;11,261;0;0,845
12/10/24;17:00:00;0,77;4,976;1,448916667;6,424916667;0;0,77
12/10/24;17:15:00;0,7605;4,3065;1,300416667;5,606916667;0;0,7605
12/10/24;17:30:00;0,7615;2,896;1,562666667;4,458666667;0;0,7615
12/10/24;17:45:00;0,681;5,8985;0,991333333;6,889833333;0;0,681
12/10/24;18:00:00;0,84;1,999;0,600166667;2,599166667;0;0,84
12/10/24;18:15:00;0,68;2,9655;0,345916667;3,311416667;0;0,68
12/10/24;18:30:00;0,813;1,845;0,16325;2,00825;0;0,813
12/10/24;18:45:00;0,7245;1,8685;0,051583333;1,920083333;0;0,7245
12/10/24;19:00:00;0,7415;0,687;0;0,687;1,936;-1,1945
12/10/24;19:15:00;0,811;0,6465;0;0,6465;1,4575;-0,6465
12/10/24;19:30:00;0,832;0,165;0;0,165;1,1505;-0,3185
12/10/24;19:45:00;1,231;0,0785;0;0,0785;1,3095;-0,0785
12/10/24;20:00:00;1,203;0;0;0;1,2095;-0,0065
12/10/24;20:15:00;1,4205;0;0;0;1,4205;0
12/10/24;20:30:00;1,9295;0;0;0;1,9295;0
12/10/24;20:45:00;1,6405;0;0;0;1,6405;0
12/10/24;21:00:00;1,9635;0;0;0;1,9635;0
12/10/24;21:15:00;1,642;0;0;0;1,642;0
12/10/24;21:30:00;1,947;0;0;0;1,947;0
12/10/24;21:45:00;1,707;0;0;0;1,707;0
12/10/24;22:00:00;1,688;0;0;0;1,688;0
12/10/24;22:15:00;1,965;0;0;0;1,965;0
12/10/24;22:30:00;1,337;0;0;0;1,337;0
12/10/24;22:45:00;1,551;0;0;0;1,551;0
12/10/24;23:00:00;1,264;0;0;0;1,264;0
12/10/24;23:15:00;1,747;0;0;0;1,747;0
12/10/24;23:30:00;1,626;0;0;0;1,626;0
12/10/24;23:45:00;1,4975;0;0;0;1,4975;0
13/10/24;0:00:00;1,3045;0;0;0;1,3045;0
13/10/24;0:15:00;1,5905;0;0;0;1,5905;0
13/10/24;0:30:00;1,3405;0;0;0;1,3405;0
13/10/24;0:45:00;1,3195;0;0;0;1,3195;0
13/10/24;1:00:00;1,5355;0;0;0;1,5355;0
13/10/24;1:15:00;1,3085;0;0;0;1,3085;0
13/10/24;1:30:00;1,5585;0;0;0;1,5585;0
13/10/24;1:45:00;1,268;0;0;0;1,268;0
13/10/24;2:00:00;1,474;0;0;0;1,474;0
13/10/24;2:15:00;1,3715;0;0;0;1,3715;0
13/10/24;2:30:00;1,3965;0;0;0;1,3965;0
13/10/24;2:45:00;2,021;0;0;0;2,021;0
13/10/24;3:00:00;1,695;0;0;0;1,695;0
13/10/24;3:15:00;2,186;0;0;0;2,186;0
13/10/24;3:30:00;1,906;0;0;0;1,906;0
13/10/24;3:45:00;2,0215;0;0;0;2,0215;0
13/10/24;4:00:00;1,8875;0;0;0;1,8875;0
13/10/24;4:15:00;2,005;0;0;0;2,005;0
13/10/24;4:30:00;2,062;0;0;0;2,062;0
13/10/24;4:45:00;1,676;0;0;0;1,676;0
13/10/24;5:00:00;2,145;0;0;0;2,145;0
13/10/24;5:15:00;2,1925;0;0;0;2,1925;0
13/10/24;5:30:00;1,6945;0;0;0;1,6945;0
13/10/24;5:45:00;2,09;0;0;0;2,09;0
13/10/24;6:00:00;2,483;0;0;0;2,483;0
13/10/24;6:15:00;1,7805;0;0;0;1,7805;0
13/10/24;6:30:00;1,8615;0;0;0;1,8615;0
13/10/24;6:45:00;2,5125;0;0;0;2,5125;0
13/10/24;7:00:00;2,2945;0;0;0;2,2945;0
13/10/24;7:15:00;1,91;0;0;0;1,91;0
13/10/24;7:30:00;2,261;0;0;0;2,261;0
13/10/24;7:45:00;2,178;0;0,0125;0,0125;2,178;0
13/10/24;8:00:00;1,697;0;0,110916667;0,110916667;1,697;0
13/10/24;8:15:00;2,2045;0;0,288583333;0,288583333;2,2045;0
13/10/24;8:30:00;2,0915;0;0,539916667;0,539916667;2,0915;0
13/10/24;8:45:00;1,166;0,061;0,932666667;0,993666667;1,227;-0,061
13/10/24;9:00:00;1,361;0,182;1,321583333;1,503583333;1,584;-0,223
13/10/24;9:15:00;1,7655;0,5725;1,839833333;2,412333333;2,338;-0,5725
13/10/24;9:30:00;1,2675;0,888;2,2825;3,1705;2,406;-1,1385
13/10/24;9:45:00;1,2355;2,049;2,715416667;4,764416667;3,2845;-2,049
13/10/24;10:00:00;1,7825;1,959;2,918166667;4,877166667;4,5355;-2,753
13/10/24;10:15:00;1,276;3,9875;3,4725;7,46;0;1,276
13/10/24;10:30:00;1,15;3,396;3,714083333;7,110083333;0;1,15
13/10/24;10:45:00;1,8465;5,93;3,5005;9,4305;0;1,8465
13/10/24;11:00:00;1,6895;4,498;4,334083333;8,832083333;0;1,6895
13/10/24;11:15:00;1,131;7,3865;4,595;11,9815;0;1,131
13/10/24;11:30:00;1,071;5,208;4,845916667;10,05391667;0;1,071
13/10/24;11:45:00;1,3465;7,403;4,898916667;12,30191667;0;1,3465
13/10/24;12:00:00;1,0285;6,257;5,186583333;11,44358333;0;1,0285
13/10/24;12:15:00;0,787;9,769;5,200083333;14,96908333;0;0,787
13/10/24;12:30:00;0,82;6,853;4,773666667;11,62666667;0;0,82
13/10/24;12:45:00;0,6345;10,517;4,708416667;15,22541667;0;0,6345
13/10/24;13:00:00;0,8665;7,231;5,203083333;12,43408333;0;0,8665
13/10/24;13:15:00;0,661;10,96;5,451916667;16,41191667;0;0,661
13/10/24;13:30:00;0,948;7,317;4,938;12,255;0;0,948
13/10/24;13:45:00;0,928;9,9955;4,778333333;14,77383333;0;0,928
13/10/24;14:00:00;0,919;7,537;4,97425;12,51125;0;0,919
13/10/24;14:15:00;0,782;11,3825;4,516083333;15,89858333;0;0,782
13/10/24;14:30:00;0,79;6,506;2,3245;8,8305;0;0,79
13/10/24;14:45:00;0,709;10,0445;4,087583333;14,13208333;0;0,709
13/10/24;15:00:00;0,748;6,759;4,313333333;11,07233333;0;0,748
13/10/24;15:15:00;0,698;8,9955;4,740833333;13,73633333;0;0,698
13/10/24;15:30:00;1,02;5,599;3,895333333;9,494333333;0;1,02
13/10/24;15:45:00;0,9365;8,4555;3,150916667;11,60641667;0;0,9365
13/10/24;16:00:00;0,8105;6,534;2,20775;8,74175;0;0,8105
13/10/24;16:15:00;0,666;9,3825;1,970416667;11,35291667;0;0,666
13/10/24;16:30:00;0,713;5,381;2,788333333;8,169333333;0;0,713
13/10/24;16:45:00;0,7765;6,1675;1,728666667;7,896166667;0;0,7765
13/10/24;17:00:00;0,7395;3,7;1,48625;5,18625;0;0,7395
13/10/24;17:15:00;0,7075;5,013;1,126583333;6,139583333;0;0,7075
13/10/24;17:30:00;0,7805;3,326;0,763166667;4,089166667;0;0,7805
13/10/24;17:45:00;0,916;3,715;0,592333333;4,307333333;0;0,916
13/10/24;18:00:00;0,965;2,072;0,437416667;2,509416667;0;0,965
13/10/24;18:15:00;0,833;2,151;0,261083333;2,412083333;0;0,833
13/10/24;18:30:00;0,768;0,989;0,100583333;1,089583333;2,347;-1,579
13/10/24;18:45:00;0,726;1,1935;0,000166667;1,193666667;1,9195;-1,1935
13/10/24;19:00:00;0,748;0,536;0;0,536;1,6365;-0,8885
13/10/24;19:15:00;0,7445;0,481;0;0,481;1,2255;-0,481
13/10/24;19:30:00;0,7075;0,072;0;0,072;0,8895;-0,182
13/10/24;19:45:00;0,8785;0,002;0;0,002;0,8805;-0,002
13/10/24;20:00:00;1,2725;0;0;0;1,2725;0
13/10/24;20:15:00;1,763;0;0;0;1,763;0
13/10/24;20:30:00;1,314;0;0;0;1,314;0
13/10/24;20:45:00;1,483;0;0;0;1,483;0
13/10/24;21:00:00;1,29;0;0;0;1,29;0
13/10/24;21:15:00;1,4815;0;0;0;1,4815;0
13/10/24;21:30:00;1,2755;0;0;0;1,2755;0
13/10/24;21:45:00;1,765;0;0;0;1,765;0
13/10/24;22:00:00;1,725;0;0;0;1,725;0
13/10/24;22:15:00;1,738;0;0;0;1,738;0
13/10/24;22:30:00;1,881;0;0;0;1,881;0
13/10/24;22:45:00;1,702;0;0;0;1,702;0
13/10/24;23:00:00;1,849;0;0;0;1,849;0
13/10/24;23:15:00;1,653;0;0;0;1,653;0
13/10/24;23:30:00;1,937;0;0;0;1,937;0
13/10/24;23:45:00;1,694;0;0;0;1,694;0
14/10/24;0:00:00;1,909;0;0;0;1,909;0
14/10/24;0:15:00;1,7285;0;0;0;1,7285;0
14/10/24;0:30:00;1,5795;0;0;0;1,5795;0
14/10/24;0:45:00;1,4215;0;0;0;1,4215;0
14/10/24;1:00:00;1,2685;0;0;0;1,2685;0
14/10/24;1:15:00;1,5295;0;0;0;1,5295;0
14/10/24;1:30:00;1,2835;0;0;0;1,2835;0
14/10/24;1:45:00;1,4495;0;0;0;1,45;-0,0005
14/10/24;2:00:00;1,3475;0;0;0;1,348;-0,0005
14/10/24;2:15:00;1,4075;0;0;0;1,4075;0
14/10/24;2:30:00;1,4275;0;0;0;1,4275;0
14/10/24;2:45:00;1,3215;0;0;0;1,3215;0
14/10/24;3:00:00;1,4825;0;0;0;1,4825;0
14/10/24;3:15:00;1,284;0;0;0;1,284;0
14/10/24;3:30:00;1,514;0;0;0;1,514;0
14/10/24;3:45:00;1,2815;0;0;0;1,2815;0
14/10/24;4:00:00;1,5095;0;0;0;1,5095;0
14/10/24;4:15:00;1,2905;0;0;0;1,2905;0
14/10/24;4:30:00;1,5995;0;0;0;1,5995;0
14/10/24;4:45:00;2,031;0;0;0;2,031;0
14/10/24;5:00:00;1,748;0;0;0;1,748;0
14/10/24;5:15:00;2,7645;0;0;0;2,7645;0
14/10/24;5:30:00;5,0455;0;0;0;5,0455;0
14/10/24;5:45:00;6,6905;0;0;0;6,6905;0
14/10/24;6:00:00;14,2785;0;0;0;14,2785;0
14/10/24;6:15:00;36,5695;0;0;0;36,5695;0
14/10/24;6:30:00;35,5145;0;0;0;35,5145;0
14/10/24;6:45:00;36,8555;0;0;0;36,8555;0
14/10/24;7:00:00;36,0955;0;0;0;36,0955;0
14/10/24;7:15:00;35,7975;0;0;0;35,7975;0
14/10/24;7:30:00;37,0305;0;0;0;37,0305;0
14/10/24;7:45:00;30,742;0;0;0;30,742;0
14/10/24;8:00:00;35,177;0;0;0;35,177;0
14/10/24;8:15:00;35,4525;0;0;0;35,4525;0
14/10/24;8:30:00;40,4445;0;0;0;40,4445;0
14/10/24;8:45:00;44,185;0;0;0;44,186;-0,001
14/10/24;9:00:00;37,905;0;0;0;37,905;0
14/10/24;9:15:00;36,3475;0;0;0;36,3475;0
14/10/24;9:30:00;37,2855;0;0;0;37,2855;0
14/10/24;9:45:00;37,714;0;0;0;37,714;0
14/10/24;10:00:00;34,002;0;0;0;34,002;0
14/10/24;10:15:00;33,4785;0;2,871916667;2,871916667;33,4785;0
14/10/24;10:30:00;38,2935;0;1,6215;1,6215;38,2935;0
14/10/24;10:45:00;42,246;0;1,558166667;1,558166667;42,246;0
14/10/24;11:00:00;45,414;1,765;1,956666667;3,721666667;47,179;-1,765
14/10/24;11:15:00;31,185;4,5335;1,615333333;6,148833333;35,7185;-4,5335
14/10/24;11:30:00;26,864;2,381;1,319083333;3,700083333;30,4455;-3,5815
14/10/24;11:45:00;33,133;3,475;1,694333333;5,169333333;36,609;-3,476
14/10/24;12:00:00;33,641;2,474;2,093333333;4,567333333;37,282;-3,641
14/10/24;12:15:00;36,2985;2,99;1,914583333;4,904583333;39,2885;-2,99
14/10/24;12:30:00;37,4005;1,97;2,050416667;4,020416667;40,2675;-2,867
14/10/24;12:45:00;40,4235;3,611;1,984416667;5,595416667;44,0345;-3,611
14/10/24;13:00:00;39,6725;2,823;1,657416667;4,480416667;43,7645;-4,092
14/10/24;13:15:00;31,13;4,3195;1,905916667;6,225416667;35,4495;-4,3195
14/10/24;13:30:00;20,226;2,529;1,52875;4,05775;24,2685;-4,0425
14/10/24;13:45:00;6,0255;4,0205;1,828166667;5,848666667;10,046;-4,0205
14/10/24;14:00:00;2,3665;2,577;1,39125;3,96825;6,207;-3,8405
14/10/24;14:15:00;2,1055;3,8065;1,877;5,6835;5,912;-3,8065
14/10/24;14:30:00;1,7515;2,28;1,796333333;4,076333333;5,17;-3,4185
14/10/24;14:45:00;1,8625;3,624;2,139583333;5,763583333;5,4865;-3,624
14/10/24;15:00:00;1,6845;2,049;2,106416667;4,155416667;4,8065;-3,122
14/10/24;15:15:00;1,827;4,0285;3,303833333;7,332333333;0;1,827
14/10/24;15:30:00;1,673;2,41;2,06325;4,47325;0;1,673
14/10/24;15:45:00;1,8015;5,1945;3,109416667;8,303916667;0;1,8015
14/10/24;16:00:00;1,8735;3,314;1,578416667;4,892416667;0;1,8735
14/10/24;16:15:00;1,9775;6,5145;1,684666667;8,199166667;0;1,9775
14/10/24;16:30:00;2,0305;3,255;3,511666667;6,766666667;0;2,0305
14/10/24;16:45:00;1,9675;6,8495;1,2945;8,144;0;1,9675
14/10/24;17:00:00;2,0405;2,826;0,872416667;3,698416667;6,567;-4,5265
14/10/24;17:15:00;1,865;4,463;0,886166667;5,349166667;6,328;-4,463
14/10/24;17:30:00;2,042;3,065;0,730083333;3,795083333;0;2,042
14/10/24;17:45:00;1,9505;2,5595;0,5165;3,076;4,51;-2,5595
14/10/24;18:00:00;2,0465;1,192;0,4135;1,6055;3,923;-1,8765
14/10/24;18:15:00;1,8105;1,85;0,294;2,144;3,6605;-1,85
14/10/24;18:30:00;1,7875;0,953;0,121333333;1,074333333;3,3275;-1,54
14/10/24;18:45:00;1,6575;1,067;0,000166667;1,067166667;2,7245;-1,067
14/10/24;19:00:00;1,6465;0,568;0;0,568;2,5345;-0,888
14/10/24;19:15:00;1,243;0,564;0;0,564;1,807;-0,564
14/10/24;19:30:00;1,387;0,085;0;0,085;1,591;-0,204
14/10/24;19:45:00;1,5555;0,006;0;0,006;1,5615;-0,006
14/10/24;20:00:00;1,9355;0;0;0;1,9355;0
14/10/24;20:15:00;2,3245;0;0;0;2,3245;0
14/10/24;20:30:00;2,2785;0;0;0;2,2785;0
14/10/24;20:45:00;2,302;0;0;0;2,302;0
14/10/24;21:00:00;2,575;0;0;0;2,575;0
14/10/24;21:15:00;2,434;0;0;0;2,434;0
14/10/24;21:30:00;1,864;0;0;0;1,864;0
14/10/24;21:45:00;1,853;0;0;0;1,853;0
14/10/24;22:00:00;1,793;0;0;0;1,793;0
14/10/24;22:15:00;1,809;0;0;0;1,809;0
14/10/24;22:30:00;1,823;0;0;0;1,823;0
14/10/24;22:45:00;1,8495;0;0;0;1,8495;0
14/10/24;23:00:00;1,8805;0;0;0;1,8805;0
14/10/24;23:15:00;1,6655;0;0;0;1,6655;0
14/10/24;23:30:00;1,7345;0;0;0;1,7345;0
14/10/24;23:45:00;1,6005;0;0;0;1,6005;0
15/10/24;0:00:00;1,8375;0;0;0;1,8375;0
15/10/24;0:15:00;1,5755;0;0;0;1,5755;0
15/10/24;0:30:00;1,7645;0;0;0;1,7645;0
15/10/24;0:45:00;1,693;0;0;0;1,693;0
15/10/24;1:00:00;1,785;0;0;0;1,785;0
15/10/24;1:15:00;2,027;0;0;0;2,027;0
15/10/24;1:30:00;1,672;0;0;0;1,672;0
15/10/24;1:45:00;2,168;0;0;0;2,168;0
15/10/24;2:00:00;2,106;0;0;0;2,106;0
15/10/24;2:15:00;2,072;0;0;0;2,072;0
15/10/24;2:30:00;2,221;0;0;0;2,221;0
15/10/24;2:45:00;2,1215;0;0;0;2,1215;0
15/10/24;3:00:00;1,9985;0;0;0;1,9985;0
15/10/24;3:15:00;2,272;0;0;0;2,272;0
15/10/24;3:30:00;2,011;0;0;0;2,011;0
15/10/24;3:45:00;2,5325;0;0;0;2,5325;0
15/10/24;4:00:00;2,3265;0;0;0;2,3265;0
15/10/24;4:15:00;2,0125;0;0;0;2,0125;0
15/10/24;4:30:00;2,0515;0;0;0;2,0515;0
15/10/24;4:45:00;2,22;0;0;0;2,22;0
15/10/24;5:00:00;1,996;0;0;0;1,996;0
15/10/24;5:15:00;2,2985;0;0;0;2,2985;0
15/10/24;5:30:00;3,0745;0;0;0;3,0745;0
15/10/24;5:45:00;7,4885;0;0;0;7,4885;0
15/10/24;6:00:00;10,3775;0;0;0;10,3775;0
15/10/24;6:15:00;31,559;0;0;0;31,559;0
15/10/24;6:30:00;35,732;0;0;0;35,732;0
15/10/24;6:45:00;30,9765;0;0;0;30,9765;0
15/10/24;7:00:00;30,5135;0;0;0;30,5135;0
15/10/24;7:15:00;33,0645;0;0;0;33,0645;0
15/10/24;7:30:00;36,3785;0;0;0;36,3785;0
15/10/24;7:45:00;36,2895;0;0;0;36,2895;0
15/10/24;8:00:00;35,4805;0;0;0;35,4805;0
15/10/24;8:15:00;36,006;0;0;0;36,006;0
15/10/24;8:30:00;38,437;0;0;0;38,437;0
15/10/24;8:45:00;37,176;0;0;0;37,176;0
15/10/24;9:00:00;35,435;0;0;0;35,435;0
15/10/24;9:15:00;31,959;0;0,3645;0,3645;31,959;0
15/10/24;9:30:00;29,012;0;0,63175;0,63175;29,012;0
15/10/24;9:45:00;32,7295;0;0,874916667;0,874916667;32,7295;0
15/10/24;10:00:00;35,3555;0,174;0,754416667;0,928416667;35,5295;-0,174
15/10/24;10:15:00;35,72;0,9025;0,380333333;1,282833333;36,6225;-0,9025
15/10/24;10:30:00;41,936;0,967;0,235916667;1,202916667;43,2865;-1,3505
15/10/24;10:45:00;41,396;1,7695;0,331416667;2,100916667;43,1655;-1,7695
15/10/24;11:00:00;45,763;0,739;0,31025;1,04925;47,1305;-1,3675
15/10/24;11:15:00;41,398;0,7625;0,2;0,9625;42,1605;-0,7625
15/10/24;11:30:00;33,526;0,424;0,23425;0,65825;34,1455;-0,6195
15/10/24;11:45:00;36,1015;0,6925;0,736416667;1,428916667;36,794;-0,6925
15/10/24;12:00:00;36,9815;0,314;0,410916667;0,724916667;37,498;-0,5165
15/10/24;12:15:00;36,793;0,372;0,193666667;0,565666667;37,165;-0,372
15/10/24;12:30:00;37,575;0,402;0,546333333;0,948333333;38,084;-0,509
15/10/24;12:45:00;35,297;1,2535;0,366083333;1,619583333;36,5505;-1,2535
15/10/24;13:00:00;32,708;0,332;0,954083333;1,286083333;33,3795;-0,6715
15/10/24;13:15:00;31,509;0,5365;1,647833333;2,184333333;32,0455;-0,5365
15/10/24;13:30:00;27,76;0,678;0,928583333;1,606583333;28,6795;-0,9195
15/10/24;13:45:00;10,6885;0,926;1,713833333;2,639833333;11,6145;-0,926
15/10/24;14:00:00;5,4295;1,938;2,099333333;4,037333333;7,7585;-2,329
15/10/24;14:15:00;4,674;3,023;2,941416667;5,964416667;7,697;-3,023
15/10/24;14:30:00;3,844;1,503;2,241333333;3,744333333;6,094;-2,25
15/10/24;14:45:00;1,658;3,685;1,748666667;5,433666667;0;1,658
15/10/24;15:00:00;1,843;3,153;1,66825;4,82125;0;1,843
15/10/24;15:15:00;1,584;6,6385;1,816583333;8,455083333;0;1,584
15/10/24;15:30:00;1,591;2,73;1,769083333;4,499083333;0;1,591
15/10/24;15:45:00;1,5555;3,7365;2,392333333;6,128833333;0;1,5555
15/10/24;16:00:00;1,5235;2,631;1,98825;4,61925;0;1,5235
15/10/24;16:15:00;1,9375;3,829;1,283166667;5,112166667;5,7665;-3,829
15/10/24;16:30:00;1,7895;2,522;1,087;3,609;5,5685;-3,779
15/10/24;16:45:00;1,9945;5,0495;1,067083333;6,116583333;0;1,9945
15/10/24;17:00:00;1,7685;2,493;0,896083333;3,389083333;0;1,7685
15/10/24;17:15:00;1,9255;2,5865;0,694;3,2805;4,512;-2,5865
15/10/24;17:30:00;1,7755;1,577;0,4525;2,0295;4,125;-2,3495
15/10/24;17:45:00;2,0465;2,174;0,325333333;2,499333333;4,2205;-2,174
15/10/24;18:00:00;1,9015;1,216;0,282666667;1,498666667;3,7815;-1,88
15/10/24;18:15:00;2,0695;1,3525;0,167833333;1,520333333;3,422;-1,3525
15/10/24;18:30:00;1,8115;0,564;0,03325;0,59725;2,74;-0,9285
15/10/24;18:45:00;1,944;0,659;0;0,659;2,603;-0,659
15/10/24;19:00:00;1,978;0,373;0;0,373;2,552;-0,574
15/10/24;19:15:00;1,835;0,298;0;0,298;2,133;-0,298
15/10/24;19:30:00;1,591;0,01;0;0,01;1,657;-0,066
