--- Eauto
voltage 1 2 3 4 5 6
NT0 
NT1 0,014656 0,006249 0,002805 0,001711 0,000069 0,000014
NT2 0,007644 0,003718 0,001179 0,000637 0,000016 0,000016
NT3 0,006397 0,002971 0,001034 0,000587 0,000013 0,000013
NT4 0,007944 0,003569 0,001288 0,000681 0,000006 0,000006
--- E
tarif 1 2 3 4 5 6
2.0 0,034234 0,016540 0,000079 
3.0 0,028528 0,012343 0,004673 0,002682 0,000119 0,000031
6.1 0,027104 0,011894 0,004726 0,002739 0,000122 0,000029
6.2 0,014770 0,006840 0,002279 0,001219 0,000063 0,000020
6.3 0,012294 0,005470 0,001931 0,001063 0,000055 0,000015
6.4 0,007944 0,003569 0,001288 0,000681 0,000036 0,000004
--- P
tarif 1 2 3 4 5 6
2.0 22,958932 0,442165
3.0 14,723431 7,781964 2,468252 1,887267 0,533883 0,533883
6.1 23,669055 12,513915 4,696330 3,309245 0,069965 0,062286
6.2 16,620368 9,426053 2,481516 1,512028 0,059278 0,052654
6.3 10,791377 6,502236 2,118318 1,380541 0,045332 0,039905
6.4 6,590215 3,939980 0,956817 0,665081 0,019779 0,013181
--- penaltie
tarif price
2.0 2,953979
3.0 3,361213
6.1 3,332942
6.2 3,292963
6.3 3,099043
6.4 2,732620
--- Kp
 1 2 3 4 5 6

