Econs;Eprod;full_date
0.45600000000000007;0.0;2024-01-16 00:15:00
0.596;0.0;2024-01-16 00:30:00
0.597;0.0;2024-01-16 00:45:00
0.551;0.0;2024-01-16 01:00:00
0.497;0.0;2024-01-16 01:15:00
0.528;0.0;2024-01-16 01:30:00
0.5640000000000001;0.0;2024-01-16 01:45:00
0.4620000000000001;0.0;2024-01-16 02:00:00
0.505;0.0;2024-01-16 02:15:00
0.511;0.0;2024-01-16 02:30:00
0.558;0.0;2024-01-16 02:45:00
0.456;0.0;2024-01-16 03:00:00
0.6260000000000001;0.0;2024-01-16 03:15:00
0.8600000000000001;0.0;2024-01-16 03:30:00
0.46;0.0;2024-01-16 03:45:00
0.478;0.0;2024-01-16 04:00:00
0.5700000000000001;0.0;2024-01-16 04:15:00
0.5289999999999999;0.0;2024-01-16 04:30:00
0.45500000000000007;0.0;2024-01-16 04:45:00
0.482;0.0;2024-01-16 05:00:00
0.563;0.0;2024-01-16 05:15:00
0.517;0.0;2024-01-16 05:30:00
0.5609999999999999;0.0;2024-01-16 05:45:00
0.65;0.0;2024-01-16 06:00:00
0.70214;0.00214;2024-01-16 06:15:00
0.57655;0.032549999999999996;2024-01-16 06:30:00
0.60297;0.07397000000000001;2024-01-16 06:45:00
0.5966600000000001;0.13366;2024-01-16 07:00:00
0.51513;0.19413000000000002;2024-01-16 07:15:00
0.5542199999999999;0.22821999999999998;2024-01-16 07:30:00
1.0628;0.3728;2024-01-16 07:45:00
0.6629700000000001;0.69197;2024-01-16 08:00:00
0.80823;0.8782300000000001;2024-01-16 08:15:00
0.9356899999999999;1.17869;2024-01-16 08:30:00
1.93057;1.12357;2024-01-16 08:45:00
2.45913;1.49813;2024-01-16 09:00:00
2.4930200000000005;1.7730200000000003;2024-01-16 09:15:00
2.4303399999999997;2.00134;2024-01-16 09:30:00
2.20518;2.11918;2024-01-16 09:45:00
2.1335800000000003;2.28358;2024-01-16 10:00:00
2.2836600000000002;2.41966;2024-01-16 10:15:00
2.14498;2.56998;2024-01-16 10:30:00
1.7153699999999998;2.67837;2024-01-16 10:45:00
1.34624;2.77424;2024-01-16 11:00:00
1.4199199999999998;3.1419200000000003;2024-01-16 11:15:00
1.3165799999999999;3.37058;2024-01-16 11:30:00
1.10246;3.32046;2024-01-16 11:45:00
0.85737;3.3183700000000007;2024-01-16 12:00:00
1.17492;3.3379200000000004;2024-01-16 12:15:00
0.6506799999999999;3.16268;2024-01-16 12:30:00
1.1318400000000002;3.2778400000000003;2024-01-16 12:45:00
0.7151500000000001;3.24315;2024-01-16 13:00:00
0.64438;2.50138;2024-01-16 13:15:00
0.54634;3.58534;2024-01-16 13:30:00
0.6336499999999999;3.4266499999999995;2024-01-16 13:45:00
0.58037;3.3933700000000004;2024-01-16 14:00:00
0.6655500000000001;2.9375500000000003;2024-01-16 14:15:00
0.59131;2.05331;2024-01-16 14:30:00
1.0101;2.7011000000000003;2024-01-16 14:45:00
1.0558;2.7438000000000002;2024-01-16 15:00:00
1.1267800000000001;3.24578;2024-01-16 15:15:00
1.22016;2.17316;2024-01-16 15:30:00
1.41519;2.53119;2024-01-16 15:45:00
1.46144;2.07844;2024-01-16 16:00:00
1.6966100000000002;2.43661;2024-01-16 16:15:00
1.9990700000000001;2.47107;2024-01-16 16:30:00
2.15234;1.39134;2024-01-16 16:45:00
2.13438;1.41338;2024-01-16 17:00:00
2.5366500000000003;0.8326500000000001;2024-01-16 17:15:00
3.3914999999999997;0.7354999999999999;2024-01-16 17:30:00
