Econs;Eprod;full_date
2.3905;0.0;2024-01-06 00:00:00
2.4345;0.0;2024-01-06 00:15:00
2.4575;0.0;2024-01-06 00:30:00
1.935;0.0;2024-01-06 00:45:00
1.894;0.0;2024-01-06 01:00:00
1.9105;0.0;2024-01-06 01:15:00
1.9995;0.0;2024-01-06 01:30:00
2.6135;0.0;2024-01-06 01:45:00
2.0875;0.0;2024-01-06 02:00:00
1.7345;0.0;2024-01-06 02:15:00
1.9865;0.0;2024-01-06 02:30:00
1.8625;0.0;2024-01-06 02:45:00
1.9715;0.0;2024-01-06 03:00:00
1.897;0.0;2024-01-06 03:15:00
1.85;0.0;2024-01-06 03:30:00
2.3185;0.0;2024-01-06 03:45:00
2.7155;0.0;2024-01-06 04:00:00
2.4745;0.0;2024-01-06 04:15:00
2.5525;0.0;2024-01-06 04:30:00
2.602;0.0;2024-01-06 04:45:00
2.891;0.0;2024-01-06 05:00:00
2.5095;0.0;2024-01-06 05:15:00
2.2065;0.0;2024-01-06 05:30:00
2.564;0.0;2024-01-06 05:45:00
2.503;0.0;2024-01-06 06:00:00
2.4015;0.0;2024-01-06 06:15:00
2.4485;0.0;2024-01-06 06:30:00
2.304;0.0;2024-01-06 06:45:00
2.362;0.0;2024-01-06 07:00:00
2.59;0.0;2024-01-06 07:15:00
2.534;0.0;2024-01-06 07:30:00
2.3665;0.0;2024-01-06 07:45:00
2.6055;0.0;2024-01-06 08:00:00
3.4005;0.0;2024-01-06 08:15:00
2.3495;0.0233333333333333;2024-01-06 08:30:00
1.9865;0.351833333333333;2024-01-06 08:45:00
2.1275;0.905166666666667;2024-01-06 09:00:00
1.9165;1.07633333333333;2024-01-06 09:15:00
2.2995;2.071;2024-01-06 09:30:00
3.01;2.87033333333333;2024-01-06 09:45:00
3.35;1.78683333333333;2024-01-06 10:00:00
2.67;2.46333333333333;2024-01-06 10:15:00
2.835;1.8635;2024-01-06 10:30:00
2.7395;2.642;2024-01-06 10:45:00
3.2975;2.048;2024-01-06 11:00:00
3.3055;1.5885;2024-01-06 11:15:00
3.4315;1.98966666666667;2024-01-06 11:30:00
3.947;1.81333333333333;2024-01-06 11:45:00
5.629;2.98566666666667;2024-01-06 12:00:00
5.3715;3.518;2024-01-06 12:15:00
6.3955;4.299;2024-01-06 12:30:00
6.963;5.1715;2024-01-06 12:45:00
5.599;3.46233333333333;2024-01-06 13:00:00
4.895;3.07;2024-01-06 13:15:00
5.232;3.77616666666667;2024-01-06 13:30:00
4.1585;2.1775;2024-01-06 13:45:00
4.3785;2.66066666666667;2024-01-06 14:00:00
4.077;2.541;2024-01-06 14:15:00
3.748;1.823;2024-01-06 14:30:00
4.306;2.45066666666667;2024-01-06 14:45:00
5.09;3.55916666666667;2024-01-06 15:00:00
5.6805;3.80033333333333;2024-01-06 15:15:00
7.3425;5.91633333333333;2024-01-06 15:30:00
5.527;5.61033333333333;2024-01-06 15:45:00
3.019;2.9625;2024-01-06 16:00:00
3.4585;2.45466666666667;2024-01-06 16:15:00
3.1185;1.73916666666667;2024-01-06 16:30:00
2.1565;1.40366666666667;2024-01-06 16:45:00
2.0945;1.30216666666667;2024-01-06 17:00:00
1.8795;1.20616666666667;2024-01-06 17:15:00
2.1155;1.824;2024-01-06 17:30:00
1.9055;1.10433333333333;2024-01-06 17:45:00
1.5935;1.06666666666667;2024-01-06 18:00:00
1.6285;0.701;2024-01-06 18:15:00
1.9555;0.554833333333333;2024-01-06 18:30:00
1.888;0.103333333333333;2024-01-06 18:45:00
2.234;0.0085;2024-01-06 19:00:00
2.5995;0.0;2024-01-06 19:15:00
2.4175;0.0;2024-01-06 19:30:00
2.465;0.0;2024-01-06 19:45:00
2.393;0.0;2024-01-06 20:00:00
2.3665;0.0;2024-01-06 20:15:00
2.4385;0.0;2024-01-06 20:30:00
2.1155;0.0;2024-01-06 20:45:00
2.3825;0.0;2024-01-06 21:00:00
2.228;0.0;2024-01-06 21:15:00
2.333;0.0;2024-01-06 21:30:00
2.361;0.0;2024-01-06 21:45:00
2.308;0.0;2024-01-06 22:00:00
2.0955;0.0;2024-01-06 22:15:00
1.9675;0.0;2024-01-06 22:30:00
2.1285;0.0;2024-01-06 22:45:00
2.2725;0.0;2024-01-06 23:00:00
1.728;0.0;2024-01-06 23:15:00
1.713;0.0;2024-01-06 23:30:00
2.2235;0.0;2024-01-06 23:45:00
1.848;0.0;2024-01-14 00:00:00
1.833;0.0;2024-01-14 00:15:00
2.135;0.0;2024-01-14 00:30:00
2.2905;0.0;2024-01-14 00:45:00
1.6775;0.0;2024-01-14 01:00:00
2.1055;0.0;2024-01-14 01:15:00
2.2705;0.0;2024-01-14 01:30:00
2.0995;0.0;2024-01-14 01:45:00
2.3235;0.0;2024-01-14 02:00:00
2.489;0.0;2024-01-14 02:15:00
2.909;0.0;2024-01-14 02:30:00
2.6905;0.0;2024-01-14 02:45:00
2.3205;0.0;2024-01-14 03:00:00
2.3405;0.0;2024-01-14 03:15:00
2.5075;0.0;2024-01-14 03:30:00
2.6335;0.0;2024-01-14 03:45:00
2.1015;0.0;2024-01-14 04:00:00
2.9255;0.0;2024-01-14 04:15:00
2.9295;0.0;2024-01-14 04:30:00
2.794;0.0;2024-01-14 04:45:00
2.594;0.0;2024-01-14 05:00:00
2.785;0.0;2024-01-14 05:15:00
2.727;0.0;2024-01-14 05:30:00
2.384;0.0;2024-01-14 05:45:00
3.007;0.0;2024-01-14 06:00:00
2.874;0.0;2024-01-14 06:15:00
2.401;0.0;2024-01-14 06:30:00
2.294;0.0;2024-01-14 06:45:00
2.277;0.0;2024-01-14 07:00:00
2.6395;0.0;2024-01-14 07:15:00
2.2815;0.0;2024-01-14 07:30:00
1.798;0.11075;2024-01-14 07:45:00
2.625;0.596166666666667;2024-01-14 08:00:00
2.296;0.834166666666667;2024-01-14 08:15:00
3.272;2.03958333333333;2024-01-14 08:30:00
3.3735;2.1215;2024-01-14 08:45:00
3.8225;3.77508333333333;2024-01-14 09:00:00
4.2245;2.34966666666667;2024-01-14 09:15:00
4.5925;2.35991666666667;2024-01-14 09:30:00
4.213;2.40241666666667;2024-01-14 09:45:00
4.895;4.588;2024-01-14 10:00:00
4.344;2.8055;2024-01-14 10:15:00
4.403;2.36125;2024-01-14 10:30:00
4.9755;2.68516666666667;2024-01-14 10:45:00
5.1195;2.96383333333333;2024-01-14 11:00:00
8.035;6.11333333333333;2024-01-14 11:15:00
6.802;5.73758333333333;2024-01-14 11:30:00
7.1375;5.08383333333333;2024-01-14 11:45:00
7.2225;6.21491666666667;2024-01-14 12:00:00
6.746;5.0855;2024-01-14 12:15:00
6.865;5.29083333333333;2024-01-14 12:30:00
7.4305;5.85366666666667;2024-01-14 12:45:00
6.7055;5.12316666666667;2024-01-14 13:00:00
7.7575;6.6755;2024-01-14 13:15:00
7.7025;6.37633333333333;2024-01-14 13:30:00
7.8135;6.53166666666667;2024-01-14 13:45:00
8.1885;6.57083333333333;2024-01-14 14:00:00
7.369;4.6945;2024-01-14 14:15:00
8.428;4.5015;2024-01-14 14:30:00
7.863;6.2655;2024-01-14 14:45:00
7.242;5.36925;2024-01-14 15:00:00
6.561;5.531;2024-01-14 15:15:00
5.828;3.81541666666667;2024-01-14 15:30:00
5.1775;3.95558333333333;2024-01-14 15:45:00
4.5265;2.86258333333333;2024-01-14 16:00:00
3.703;2.45258333333333;2024-01-14 16:15:00
4.262;2.735;2024-01-14 16:30:00
3.6175;2.24891666666667;2024-01-14 16:45:00
4.0485;3.10291666666667;2024-01-14 17:00:00
3.5765;2.00233333333333;2024-01-14 17:15:00
3.0025;1.85275;2024-01-14 17:30:00
3.1275;1.67508333333333;2024-01-14 17:45:00
3.0525;3.02666666666667;2024-01-14 18:00:00
2.7845;2.27658333333333;2024-01-14 18:15:00
2.9685;2.03983333333333;2024-01-14 18:30:00
3.145;1.30758333333333;2024-01-14 18:45:00
2.733;0.8075;2024-01-14 19:00:00
1.881;0.37225;2024-01-14 19:15:00
2.068;0.1935;2024-01-14 19:30:00
1.231;0.02225;2024-01-14 19:45:00
1.581;0.0;2024-01-14 20:00:00
1.8285;0.0;2024-01-14 20:15:00
1.8315;0.0;2024-01-14 20:30:00
2.08;0.0;2024-01-14 20:45:00
1.598;0.0;2024-01-14 21:00:00
1.979;0.0;2024-01-14 21:15:00
2.111;0.0;2024-01-14 21:30:00
2.0745;0.0;2024-01-14 21:45:00
1.8745;0.0;2024-01-14 22:00:00
1.94;0.0;2024-01-14 22:15:00
2.063;0.0;2024-01-14 22:30:00
1.7155;0.0;2024-01-14 22:45:00
2.5585;0.0;2024-01-14 23:00:00
2.2265;0.0;2024-01-14 23:15:00
1.8505;0.0;2024-01-14 23:30:00
2.3345;0.0;2024-01-14 23:45:00
2.221;0.0;2024-01-11 00:00:00
1.849;0.0;2024-01-11 00:15:00
2.434;0.0;2024-01-11 00:30:00
2.985;0.0;2024-01-11 00:45:00
2.795;0.0;2024-01-11 01:00:00
2.2095;0.0;2024-01-11 01:15:00
2.7135;0.0;2024-01-11 01:30:00
2.815;0.0;2024-01-11 01:45:00
2.232;0.0;2024-01-11 02:00:00
2.804;0.0;2024-01-11 02:15:00
2.411;0.0;2024-01-11 02:30:00
2.659;0.0;2024-01-11 02:45:00
