Tubacer 2024
P1 157.1
P2 163.7
P3 167.6
P4 171.3
P5 171.3
P6 172.3


Porto Motor 2024
P1 22.0
P2 22.1
P3 22.1
P4 22.1
P5 22.1
P6 22.1


Porto Motor 2023
P1 22.6
P2 22.6
P3 22.6
P4 22.6
P5 22.6
P6 22.6


Narontec 2024
P1 4.3
P2 4.3
P3 4.3
P4 4.3
P5 4.3
P6 4.3


Narontec 2023
P1 3.8
P2 3.8
P3 3.8
P4 3.8
P5 3.8
P6 3.8


TMG 2024
P1 132.7
P2 137.6
P3 137.6
P4 137.6
P5 137.6
P6 137.6


